OBJECTID,Codigo_Interno_del_Situad,Tipo_Contenedor,Modelo,Descripcion_Modelo,Cantidad,Lote,Distrito,Barrio,Tipo_Via,Nombre,Numero,Coordenada_X,Coordenada_Y,Longitud,Latitud,Direccion
16885,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441805.0,4480433.0,-368651502,40.47254023,
16886,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445511.6,4471385.22,-364201604,40.39128418,
16888,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441953.0,4480897.0,-368481168,40.47673049,
16889,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,443170.26,4469755.38,-366945603,40.37644518,
16891,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,442041.0,4481285.0,-368380903,40.4802319,
16892,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445851.03,4471092.6,-363799202,40.38867021,
16894,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441717.0,4480303.0,-368754112,40.47136296,
16897,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441922.0,4480968.0,-368518388,40.47736792,
16900,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442733.0,4476801.0,-367524068,40.43988599,
16901,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,445002.52,4471744.48,-364804500,40.39448716,
16903,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442606.0,4476855.0,-367674292,40.44036369,
16904,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445006.65,4470489.99,-364788803,40.38318621,
16906,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442687.0,4476765.0,-367577978,40.43955852,
16907,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,443278.62,4469669.64,-366817200,40.37568016,
16909,,ORGANICA,O0800CT,,,2,CHAMARTIN,CIUDAD JARDIN,,,,443134.0,4477892.0,-367061043,40.44974177,
16910,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,NUMANCIA,,,,443701.15,4472305.83,-366342794,40.39945717,
16912,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443799.0,4477541.0,-366273764,40.44662502,
16915,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443705.0,4477757.0,-366386519,40.44856449,
16918,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441901.0,4481077.0,-368544160,40.47834837,
16919,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,NUMANCIA,,,,444544.3,4472089.53,-365347400,40.39756519,
16921,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441928.0,4481204.0,-368513471,40.47949432,
16922,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445578.0,4471493.74,-364124299,40.39226614,
16924,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443620.0,4478416.0,-366492601,40.45449533,
16925,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,443683.79,4469902.48,-366342002,40.3778052,
16927,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443558.0,4478438.0,-366565913,40.4546893,
16928,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444826.08,4471053.66,-365006405,40.38825216,
16930,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443508.0,4478408.0,-366624610,40.45441565,
16933,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443624.0,4478563.0,-366489189,40.45581984,
16936,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443505.0,4478624.0,-366630070,40.45636128,
16937,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,NUMANCIA,,,,444745.0489,4472434.506,-365113852,40.40068628,
16939,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443607.0,4478614.0,-366509691,40.45627812,
16940,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444584.35,4470524.95,-365286597,40.38347317,
16942,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443645.0,4478740.0,-366465995,40.45741577,
16943,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445820.43,4471345.24,-363837403,40.39094416,
16945,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441987.0,4480766.0,-368439860,40.47555276,
16946,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445126.3,4470739.09,-364649995,40.38543815,
16948,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443566.0,4478780.0,-366559519,40.45777075,
16951,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443525.0,4478656.0,-366606769,40.45665091,
16954,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441739.0,4480121.0,-368726490,40.46972497,
16955,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,445053.43,4470826.99,-364736600,40.3862252,
16956,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,444821.66,4470370.35,-365005694,40.38209619,
16959,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441740.0,4480126.0,-368725356,40.46977009,
16961,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,442736.33,4470218.35,-367460900,40.38058618,
16962,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443816.0,4477546.0,-366253763,40.44667121,
